taxid,parent_taxid,rank,scientific_name,common_name
1419712,2626217,species,"Canis sp. Russia/33,500",
1421208,9863,subspecies,Cervus nippon keramae,
1421425,10186,species,Gerbillus nancillus,Sudan gerbil
1421426,723803,species,Dipodillus rupicola,rupicolous gerbil
1424209,106344,species,Dendromus melanotis,gray climbing mouse
1424282,2645501,species,Callosciurus sp. 1 MG-2013,
1424780,2628471,species,Myosorex sp. 1 SWM-2013,
1424781,150083,species,Myosorex meesteri,
1425170,9605,species,Homo heidelbergensis,Heidelberg man
1425345,183660,species,Cryptotis obscurus,grizzled Mexican small-eared shrew
1425346,183660,species,Cryptotis peregrinus,Oaxacan broad-clawed shrew
1425347,183660,species,Cryptotis phillipsii,Phillips' small-eared shrew
1425348,183660,species,Cryptotis alticolus,Central Mexican broad-clawed shrew
1425349,183660,species,Cryptotis mayensis,Yucatan small-eared shrew
1427027,34857,species,Hylomyscus endorobae,small-footed forest mouse
1427028,34857,species,Hylomyscus arcimontensis,Arc Mountain wood mouse
1427121,128149,species,Sylvisorex cf. vulcanorum 1 TCD-2013,
1427130,128149,species,Sylvisorex cf. vulcanorum 2 TCD-2013,
1427132,307107,subspecies,Sylvisorex granti mundus,
1427133,2639616,species,Sylvisorex sp. 1 TCD-2013,
1427134,2639616,species,Sylvisorex sp. 2 TCD-2013,
1427139,9377,species,Suncus hututsi,
1427143,1158615,species,Hylomyscus sp. 1 TCD-2013,
1429989,59454,species,Kerivoula argentata,Damara woolly bat
1430417,2645501,species,Callosciurus sp. 2 MG-2013,
1432851,319812,species,Hemicentetes nigriceps,highland streaked tenrec
1433299,10040,species,Peromyscus mekisturus,Puebla deer mouse
1433718,71110,species,Crossarchus ansorgei,Angolan kusimanse
1433719,1433718,subspecies,Crossarchus ansorgei nigricolor,
1434095,9432,species,Miniopterus mossambicus,
1434703,49442,species,Rhinolophus damarensis,
1434704,49443,subspecies,Rhinolophus darlingi barbetonensis,
1434706,49443,subspecies,Rhinolophus darlingi darlingi,
1436004,10062,species,Spalax antiquus,Mehely's blind mole rat
1436005,10062,species,Spalax uralensis,Kazakhstan blind mole rat
1436006,10062,species,Spalax istricus,Oltenia blind mole rat
1436297,124755,species,Rhinopoma hadramauticum,Hadhramaut mouse-tailed bat
1436298,9434,species,Myotis aff. alcathoe,
1436926,35663,subspecies,Heterogeomys cherriei matagalpae,Nicaraguan pocket gopher
1436928,2964405,subspecies,Heterogeomys dariensis thaeleri,Thaeler's pocket gopher
1437010,9347,clade,Boreoeutheria,
1437471,2620455,species,Oecomys sp.,
1439716,1003211,species,Niviventer sp. 1 LL-2013,
1439718,101671,subspecies,Napaeozapus insignis abietorum,
1439719,101671,subspecies,Napaeozapus insignis frutectanus,
1439720,101671,subspecies,Napaeozapus insignis insignis,
1439721,101671,subspecies,Napaeozapus insignis roanensis,
1439722,101671,subspecies,Napaeozapus insignis saguenayensis,
1439751,2641919,species,Phyllomys sp. 4 ACL-2013,
1440123,160400,subspecies,Zapus hudsonius acadicus,
1440124,160400,subspecies,Zapus hudsonius alascensis,
1440125,160400,subspecies,Zapus hudsonius americanus,
1440126,160400,subspecies,Zapus hudsonius canadensis,
1440127,160400,subspecies,Zapus hudsonius hudsonius,
1440128,160400,subspecies,Zapus hudsonius ladas,
1440129,160400,subspecies,Zapus hudsonius tenellus,
1440135,162168,subspecies,Zapus princeps chrysogeny,
1440136,162168,subspecies,Zapus princeps cinereus,
1440137,162168,subspecies,Zapus princeps curtatus,
1440138,162168,subspecies,Zapus princeps kootenayensis,
1440139,162168,subspecies,Zapus princeps minor,
1440140,162168,subspecies,Zapus princeps oregonus,
1440141,162168,subspecies,Zapus princeps saltator,
1440142,98661,subspecies,Zapus trinotatus eureka,
1440143,98661,subspecies,Zapus trinotatus montanus,
1440144,98661,subspecies,Zapus trinotatus orarius,
1440145,98661,subspecies,Zapus trinotatus pacificus,
1440146,98661,subspecies,Zapus trinotatus trinotatus,
1442609,9434,species,Myotis melanorhinus,dark-nosed small-footed bat
1442610,257883,subspecies,Myotis evotis milleri,
1442611,1091511,species,Styloctenium wallacei,Sulawesi stripe-faced fruit bat
1444284,42407,species,Neotoma floridana x micropus,
1444285,2641678,species,Neotoma sp. 25308,
1446311,9689,subspecies,Panthera leo leo,
1449913,9544,subspecies,Macaca mulatta lasiotus,
1450232,162168,subspecies,Zapus princeps pacificus,
1450748,2609447,species,Ochotona sp. WL127_2006,
1453873,42407,species,Neotoma ferruginea,
1453878,1453873,subspecies,Neotoma ferruginea chamula,
1453881,1453873,subspecies,Neotoma ferruginea vulcani,
1453882,105149,subspecies,Neotoma mexicana tenicauda,
1453894,59488,species,Murina feae,ask gray tube-nosed bat
1453895,2685208,species,Murina sp. VTT-2014a,
1454009,9724,species,Inia araguaiaensis,Araguaian boto
1454020,42407,species,Neotoma nelsoni,Nelson' woodrat
1457256,105149,subspecies,Neotoma mexicana distincta,
1460501,29081,species,Macroscelides micus,Etendaka round-eared elephant shrew
1460720,37442,species,Perognathus mollipilosus,
1465658,39107,genus,Muriculus,
1465659,1465658,species,Muriculus imberbis,Ethiopian striped mouse
1469497,9794,subspecies,Equus hemionus khur,Indian wild ass
1469965,45468,subspecies,Tamias minimus scrutator,
1469966,3370381,subspecies,Neotamias panamintinus panamintinus,
1470801,138704,species,Lonchophylla hesperia,Western nectar bat
1470802,138704,species,Lonchophylla orienticollina,Eastern Cordilleran nectar bat
1470803,138703,genus,Hsunycteris,
1470804,1470803,species,Hsunycteris cadenai,
1470992,138703,genus,Xeronycteris,
1470993,1470992,species,Xeronycteris vieirai,Vieira's flower bat
1470994,1470803,species,Hsunycteris pattoni,
1471203,2630088,species,Bos sp. 2048.1,
1471367,9432,species,Miniopterus maghrebensis,
1472258,2649368,species,Chiropotes sp. ZFMK_2008.244,
1472360,2623844,species,Peromyscus sp. YES-2014,
1472668,98315,species,Alticola lemminus,lemming mountain vole
1472671,39087,genus,Hyperacrius,
1472672,1472671,species,Hyperacrius fertilis,subalpine Kashmir vole
1472950,9906,subspecies,Bos javanicus lowi,Borneo banteng
1473541,10001,species,Sciurus alleni,Allen's squirrel
1473542,2895727,species,Echinosciurus colliaei,Collie's squirrel
1473544,10001,species,Sciurus flammifer,fiery squirrel
1473560,10001,species,Sciurus gilvigularis,yellow-throated squirrel
1473561,2749099,species,Hadrosciurus igniventris,North Amazonan red squirrel
1473562,2749099,species,Hadrosciurus pyrrhinus,Junin red squirrel
1476079,392815,species,Chlorocebus aethiops x djamdjamensis,
1476500,1965096,species,Callithrix jacchus x penicillata,
1477526,1158975,species,Cynopterus sp. BC-2014,
1477902,98315,species,Alticola olchonensis,Lake Baikal mountain vole
1477904,9432,species,Miniopterus cf. aelleni A,
1477905,9432,species,Miniopterus cf. aelleni B,
1477906,2645810,species,Miniopterus sp. P3,
1477907,2645810,species,Miniopterus sp. P4,
1477908,2645810,species,Miniopterus sp. P5,
1477909,2645810,species,Miniopterus sp. P6,
1477910,2645810,species,Miniopterus sp. P7,
1477911,2645810,species,Miniopterus sp. X3,
1478015,30554,subspecies,Taxidea taxus jacksoni,
1478021,39107,genus,Paucidentomys,
1478022,1478021,species,Paucidentomys vermidax,
1478023,69080,species,Maxomys cf. hellwaldi KCR-2014,
1478024,1978185,species,Waiomys mamasae,
1479094,226820,species,Ratufa macroura,grizzled giant squirrel
1479154,2637309,species,Naemorhedus sp.,
1479606,37029,subspecies,Prionailurus bengalensis bengalensis,
1480181,2621192,species,Leopoldamys sp. L1,
1484054,2639669,species,Thylamys sp. REP-2014,
1487601,89671,species,Galagoides cocos,
1488248,1003211,species,Niviventer sp. LL-2014a,
1488330,36801,species,Crocidura absconditus,
1494609,2640464,species,Berylmys sp. AEB-2014,
1494610,1003211,species,Niviventer sp. AEB-2014,
1495464,242384,subspecies,Mops pumilus limbata,
1495465,242384,subspecies,Mops pumilus naivashae,
1495466,242384,subspecies,Mops pumilus langi,
1495468,242384,subspecies,Mops pumilus elphicki,
1495469,258862,species,Mops pumilus s.l. TN-2014,
1495872,1495877,subspecies,Pteropus pelewensis yapensis,Yap flying fox
1495874,170220,subspecies,Pteropus anetianus eotinus,
1495876,170230,subspecies,Pteropus samoensis nawaiensis,
1495877,9401,species,Pteropus pelewensis,Pelew flying fox
1495878,1495877,subspecies,Pteropus pelewensis pelewensis,
1495879,9401,species,Pteropus ualanus,Kosrae flying fox
1495904,9401,species,Pteropus lombocensis,Lombok flying fox
1495906,9401,species,Pteropus pelagicus,Mortlock flying fox
1495907,9401,species,Pteropus griseus,gray flying fox
1496120,9319,subspecies,Osphranter robustus erubescens,euro
1496121,9319,subspecies,Osphranter robustus woodwardi,
1496122,9319,subspecies,Osphranter robustus isabellinus,
1496126,110942,subspecies,Pteropus rayneri grandis,
1496128,9401,species,Pteropus nitendiensis,Temotu flying fox
1496129,9401,species,Pteropus mahaganus,Sanborn's flying fox
1496130,58082,subspecies,Pteropus admiralitatum colonus,
1496131,9401,species,Pteropus tuberculatus,Vanikoro flying fox
1496132,9401,species,Pteropus tokudae,Guam flying fox
1496133,9401,species,Pteropus pselaphon,Bonin flying fox
1496134,58080,species,Pteralopex taki,New Georgian monkey-faced bat
1496136,77225,genus,Mirimiri,
1496138,1496136,species,Mirimiri acrodonta,Fijian monkey-faced fruit bat
1496684,9973,species,Manis crassicaudata,Indian pangolin
1497433,176114,species,Microgale gymnorhyncha,naked-nosed shrew tenrec
1497437,1091508,species,Casinycteris campomaanensis,
1497438,1091508,species,Casinycteris ophiodon,Pohle's fruit bat
1497440,2620455,species,Oecomys sp. RVP-2014,
1497538,9891,subspecies,Antilocapra americana peninsularis,Baja California pronghorn
1497546,9508,subspecies,Ateles fusciceps rufiventris,
1497547,9509,subspecies,Ateles geoffroyi azuerensis,
1499496,218784,species,Handleyomys chapmani,Chapman's rice rat
1499497,218784,species,Handleyomys melanotis,
1499506,218784,species,Handleyomys guerrerensis,
1504290,2619363,species,Eumops sp. LMM-2014a,
1504800,9627,subspecies,Vulpes vulpes fulvus,American red fox
1505192,27657,species,Platyrrhinus guianensis,
1506268,9367,species,Atelerix frontalis,southern African hedgehog
1507424,9434,species,Myotis myotis/blythii,
1510182,52906,species,Sicista strandi,Strand's birch mouse
1513474,9445,genus,Pachylemur,
1513475,1513474,species,Pachylemur jullyi,
1513476,376915,family,Palaeopropithecidae,
1513477,322024,species,Palaeopropithecus ingens,large sloth lemur
1515642,2621394,species,Capricornis sp. HD-2014,
1517484,55145,subspecies,Dryomys nitedula ssp. AEB-2014,
1517485,55145,subspecies,Dryomys nitedula tichomirowi,
1517486,687454,species,Typhlomys chapensis,
1518605,2636249,species,Grammomys sp. 13ZR68,
1519588,10053,species,Microtus schidlovskii,
1520771,83758,species,Berylmys manipulus,Manipur white-toothed rat
1521023,52814,subspecies,Neomys anomalus anomalus,
1521024,52814,subspecies,Neomys anomalus milleri,
1523245,2646496,species,Ototylomys sp. TAGG-2014,
1523449,13615,species,Monodelphis gardneri,Gardner's short-tailed opossum
1523450,13615,species,Monodelphis palliolata,hooded red-sided opossum
1523451,2623451,species,Monodelphis sp. 1 SEP-2014,
1523452,2623451,species,Monodelphis sp. 2 SEP-2014,
1523453,2623451,species,Monodelphis sp. 4 SEP-2014,
1529884,9506,species,Ateles marginatus,white-cheeked spider monkey
1530197,9639,species,Ursus rossicus,small cave bear
1531488,59542,subspecies,Pseudois nayaur szechuanensis,
1532884,38070,genus,Sapajus,
1532888,9515,subspecies,Sapajus apella margaritae,
1534979,100946,species,Petinomys fuscocapillus,Travancore flying squirrel
1536425,58068,species,Hipposideros lamottei,Lamotte's leaf-nosed bat
1536426,58068,species,Hipposideros marisae,Aellen's leaf-nosed bat
1536428,58068,species,Hipposideros cf. ruber,
1536768,2640566,species,Uropsilus sp. 1 FT-2014,
1536794,33551,species,Ctenomys erikacuellarae,Erikas tuco-tuco
1538293,48988,subspecies,Nyctimene albiventer papuanus,
1539135,10053,species,Microtus qazvinensis,Qazvin vole
1539478,2623844,species,Peromyscus sp. 4 CLG-2014,
1539854,58068,species,Hipposideros demissus,Makira leaf-nosed bat
1541202,34845,species,Dasyprocta azarae,Azara's agouti
1541203,2621768,species,Oxymycterus sp. ALL-2014,
1541204,2630997,species,Deltamys sp. ALL-2014,
1542469,330589,species,Hippidion sp.,
1542494,1225529,species,Equus lambei,Yukon horse
1542949,1156414,species,Hapalomys longicaudatus,greater marmoset rat
1542950,2622524,species,Bandicota sp.,
1543301,30579,species,Paraechinus hypomelas,Brandt's hedgehog
1543302,48896,species,Hylomys megalotis,long-eared gymnure
1543303,2637714,species,Hylomys sp. AAB-2014,
1543365,996586,subspecies,Rhabdomys dilectus dilectus,
1543401,30644,genus,Geocapromys,
1543402,1543401,species,Geocapromys brownii,Jamaician hutia
1543403,1543401,species,Geocapromys ingrahami,Bahamian hutia
1543404,30644,genus,Mysateles,
1543405,1543404,species,Mysateles prehensilis,prehensile-tailed hutia
1545439,10186,species,Gerbillus cheesmani,Cheesman's gerbil
1545497,29130,species,Thomasomys paramorum,Paramo oldfield mouse
1547579,2749100,species,Simosciurus nebouxii,
1547595,9515,subspecies,Sapajus apella macrocephalus,
1548216,176114,species,Microgale parvula,pygmy shrew tenrec
1548217,176114,species,Microgale soricoides,shrew-toothed shrew tenrec
1548219,176114,species,Microgale thomasi,Thomas's shrew tenrec
1548221,94434,species,Oryzorictes tetradactylus,four-toed rice tenrec
1548708,58068,species,Hipposideros hypophyllus,Kolar leaf-nosed bat
1548709,49442,species,Rhinolophus cognatus,Andaman horseshoe bat
1548710,2622826,species,Taphozous sp. CS-2014,
1552295,27621,species,Molossus alvarezi,Alvarez's mastiff bat
1552296,27622,subspecies,Molossus molossus molossus,
1554458,2620455,species,Oecomys sp. CMV-2014,
1554503,27622,subspecies,Molossus molossus tropidorhynchus,
1554504,27622,subspecies,Molossus molossus daulensis,
1554505,1269259,subspecies,Molossus currentium bondae,
1559503,101664,species,Anomalurus pelii,Pel's scaly-tailed squirrel
1559511,2736677,species,Smutsia gigantea,giant pangolin
1559512,2623018,species,Cephalophus sp. PG-2014,
1560092,40141,genus,Phaenomys,
1560093,1560092,species,Phaenomys ferrugineus,Rio de Janeiro arboreal rat
1560552,9554,species,Papio anubis x hamadryas,
1560619,1812102,species,Cheracebus purinus,Rio Purus titi
1561161,9520,species,Saimiri vanzolinii,black squirrel monkey
1561164,2635411,species,Saimiri sp.,
1562034,9933,species,Gazella dorcas x leptoceros,
1562755,9401,species,Pteropus melanotus,black-eared flying fox
1562761,1562755,subspecies,Pteropus melanotus natalis,
1562770,2647550,species,Pteropus sp.,
1563120,9347,order,Notoungulata,
1563121,1563123,genus,Toxodon,
1563122,2630100,species,Toxodon sp. FW-2014,
1563123,1563120,family,Toxodontidae,
1563124,9347,order,Litopterna,
1563125,1563124,family,Macraucheniidae,
1563126,1563125,genus,Macrauchenia,
1563127,2618932,species,Macrauchenia sp. FW-2014,
1564266,10186,species,Gerbillus amoenus,pleasant gerbil
1564267,10186,species,Gerbillus floweri,Flower's gerbil
1564268,2622000,species,Gerbillus sp. AN-2014,
1565733,9656,species,Lutra nippon,Japanese otter
1566623,1563126,species,Macrauchenia patachonica,
1566867,2629212,species,Conepatus sp.,
1567021,51337,subspecies,Jaculus jaculus hirtipes,
1567506,10161,genus,Callistomys,
1567507,1567506,species,Callistomys pictus,painted tree-rat
1567508,30644,genus,Mesocapromys,
1567509,1567508,species,Mesocapromys angelcabrerai,Cabrera's hutia
1567510,1567508,species,Mesocapromys auritus,large-eared hutia
1567511,1567508,species,Mesocapromys melanurus,black-tailed hutia
1567512,10161,genus,Carterodon,
1567513,1567512,species,Carterodon sulcidens,Owl's spiny rat
1567516,108853,genus,Cuscomys,
1567517,1567516,species,Cuscomys ashaninka,Ashaninka arboreal chinchilla rat
1567519,10158,genus,Salinoctomys,
1567520,61881,species,Tympanoctomys loschalchalerosorum,Chalchalero viscacha-rat
1567521,10161,genus,Diplomys,
1567522,1567521,species,Diplomys labilis,rufous soft-furred spiny-rat
1567523,10161,genus,Pattonomys,
1567524,1567523,species,Pattonomys semivillosus,Speckled spiny tree-rat
1568924,1744847,species,Toromys rhipidurus,Peruvian armored tree-rat
1568925,108854,species,Abrocoma boliviensis,Bolivian chinchilla rat
1568969,10161,genus,Santamartamys,
1568970,1568969,species,Santamartamys rufodorsalis,red crested soft-furred spiny-rat
1569974,9459,species,Cheirogaleus lavasoensis,Lavasoa dwarf lemur
1571109,1003211,species,Niviventer sp.,
1572694,491871,species,Chiromyscus thomasi,
1573476,1002697,species,Homo sapiens/Rattus norvegicus xenograft,
1574122,9432,species,Miniopterus ambohitrensis,
1574125,2645810,species,Miniopterus sp. SMG-2014a,
1574408,9859,species,Cervus canadensis,elk
1576793,2613862,species,Neodon sp. 1 WJ-2014,
1576794,2613862,species,Neodon sp. 2 WJ-2014,
1578729,27671,species,Pipistrellus raceyi,
